title,price,location,creation_date,link,publisher,details,images,desc,ad_num,date
شقه 155 متر للايجار المفروش رحاب 1 مرحله اولى,"20,000 ج.م","مدينة الرحاب, القاهرة",منذ 43 دقائق,https://www.olx.com.eg/properties/cairo/?page=6,boyoot,"['النوع', 'شقة', 'كمبوند', 'رحاب سيتي', 'نوع السعر', 'قابل للنقاش', 'فيديو', 'غير متوفر', 'السعر', '20,000', 'المساحة (م٢)', '155', 'غرف نوم', '3', 'الحمامات', '3', 'الطابق', '3', 'مفروش', 'نعم', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/43995227-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995228-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995229-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995230-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995231-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995232-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995233-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995234-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995235-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995236-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995237-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995238-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995239-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995240-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995241-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995242-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995243-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995244-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995245-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43995246-400x300.jpeg']","[""شقه 155 متر للايجار المفروش رحاب 1 مرحله اولى\nالدور التالت \n3 غرف + 3 حمام \nمطلوب 20000\n\nشركة بيووت للتسويق العقاري وأكثر من ذلك\nبمدينة الرحاب \nمقر الشركة في المبنى الاداري في الرحاب\nمكتب (213)  \n\nلمزيد من الاتصال والاستفسارات:\n01050742837\n\n\nBiout Real Estate Marketing and more\nRehab city\nThe company's headquarters is located in the administrative building in Al-Rehab\noffice (213)\n\n:For further contact and inquiries\n01050742837""]",['رقم الإعلان 194575343'],"11-29-2022, 13-42"
اي فيلا 235 + 125 روف بأقساط للبيع بكمبوند ماونتن فيو اي سيتي,"1,885,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 2 دقائق,https://www.olx.com.eg/properties/cairo/?page=2,Eslam,"['النوع', 'دوبلكس', 'كمبوند', 'ماونتن فيو اى سيتي', 'السعر', '1,885,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '235', 'غرف نوم', '4', 'الحمامات', '4', 'الطابق', '4', 'طريقة الدفع', 'تقسيط', 'تاريخ التسليم', '2024', 'شروط التسليم', 'بدون تشطيب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44431382-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44431383-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44431384-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44431385-400x300.jpeg']","['للبيع أي فيلا روف  بالتقسيط فى ماونتن فيو اى سيتى القاهرة الجديدة بسعر مميز جدا ريسيل من المالك\n\n-المساحة : 235 م\n- الروف : 125 م \n\n- 3 غرف نوم\n- 3 حمامات\n- غرفه معيشه\n- ريسيبشن\n- مطبخ\n\n- بدون تشطيب\n- استلام 2024\n- تطل علي فيو مفتوح فيلات \n\n*اجمالي المقدم كاش للمالك : 1,885,000\n\n* اجمالي السعر : 4,275,000']",['رقم الإعلان 194661533'],"11-29-2022, 13-42"
Twin house For Rent | Mivida | prime location,"40,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 1 دقيقة,https://www.olx.com.eg/properties/cairo/?page=2,Platinum Propertie's,"['النوع', 'توين هاوس', 'كمبوند', 'ميفيدا', 'السعر', '40,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '348', 'غرف نوم', '3', 'الحمامات', '3', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/39835014-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/39835012-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/39835013-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/39835011-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/39835015-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/39835016-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/39835017-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/39835018-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/39835019-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/39835020-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/39841066-400x300.jpeg']","['New Cairo: Mivida\n\nDeveloper: Emaar\n\nType: Twin house\n\nBuilt-up area: 348 SQM\n\nPlot area : 355 SQM\n\nRenting price:  40,000  EGP\n\nميفيدا القاهره الجديده \n\nالمطور : اعمار مصر\n\nنوع الوحده : توين هاوس\n\nالتشطيب : تشطيب كامل\n\nمساحه المبانى : 348 متر\n\nمساحة الارض : 355 متر\n\nاجمالى سعر الايجار : 40,000 جنيه']",['رقم الإعلان 193755872'],"11-29-2022, 13-42"
فيلا690متر مبانى1000متر بدروم و ارضى و اول و روف سوبر لوكس الحى الرابع,"6,500,000 ج.م","العبور, القاهرة",منذ 2 دقائق,https://www.olx.com.eg/properties/cairo/?page=2,Real Market,"['النوع', 'فيلا منفصلة', 'السعر', '6,500,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '690', 'غرف نوم', '10+', 'الحمامات', '6', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'متشطب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/41706403-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41706404-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41706405-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41706406-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41706407-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41706408-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41706409-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41706410-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41706411-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41706412-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41706413-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41706414-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41706415-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41706416-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41706417-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41706418-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41706419-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41706420-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41706421-400x300.jpeg']",['فيلا 690 متر ارض مبانى ١٠٠٠ متر بدروم و ارضى و اول و روف للبيع فى الحى الرابع فيلات فى العبور\n\nالفيلا موقع مميز جدا فى الحى الرابع على طريق خط ١٠ الرئيسى و خطوات من بنزينه وطنيه و منطقه المستثمر\n\nتتكون الفيلا من بدروم و ارضى و اول و روف كل دور مقسم الى شقه على كامل مساحه المباني ٣٠٠ متر لكل دور البدروم جراج كبير و غرفه و مطبخ و حمام و غرفه مربيه بالحمام الخاص بها\n\nالدور الارض شقه ٣٠٠ متر مكونه من رسيبشن كبير ٣ قطع و ٣ غرف نوم كبار و ليفينج روم منفصل عن الرسيبشن و ٣ حمام و تراس امامى كبير\n\nالروف مكون من شقه ١٨٠ متر ٢ غرفه نوم كبار و ٢ حمام و مطبخ كبير و رسيبشن الفيلا كامله التشطيب من الداخل و الخارج\nhttps://www. realmarketeg. com/ar/properties. php?id=246&type=property'],['رقم الإعلان 194127312'],"11-29-2022, 13-42"
فيلا متشطبه استلام فوري في العاصمه الاداريه,"5,000,000 ج.م","العاصمة الإدارية الجديدة, القاهرة",منذ 2 دقائق,https://www.olx.com.eg/properties/cairo/?page=2,Cayan Real Estate,"['النوع', 'تاون هاوس', 'كمبوند', 'المقصد', 'السعر', '5,000,000', 'نوع السعر', 'السعر', 'مقدم', '1,000,000', 'المساحة (م٢)', '387', 'غرف نوم', '3', 'الحمامات', '3', 'طريقة الدفع', 'كاش أو تقسيط', 'تاريخ التسليم', 'استلام فوري', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/41914212-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41914213-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41914214-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41914215-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41914216-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41914217-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41914218-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41914219-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41914220-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41914221-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41914222-400x300.jpeg']",['فيلا (تاون هاوس) في كومباوند المقصد بالعاصمه الاداريه في ال R3\nمساحه 387 متر علي ارض 230 متر\n3 غرف + 3 حمام + ريسبشن + مطبخ + جاردن خاصه\nمتشطب تشطيب سوبر لوكس\nاستلام فوري وجاهزه للسكن\nمتاح اكتر من طريقه دفع :\nلو هنقسط علي سنه : 5 مليون 300\nلو هنقسط علي 3 سنوات : 6 مليون 100\nلو هنقسط علي 5 سنوات :6 مليون 900\nلو هنقسط علي 7 سنوات : 7 مليون 600\nلو هنقسط علي 10 سنوات : 9 مليون \nبمقدم 10% والباقي قسط علي حسب عدد السنين\nسعر الكاش : 5 مليون'],['رقم الإعلان 194167302'],"11-29-2022, 13-42"
شقة للبيع بمدينتي b10 جاردن فيو تشطيب خاص بسعر مميز,"1,850,000 ج.م","مدينتي, القاهرة",منذ 23 دقائق,https://www.olx.com.eg/properties/cairo/?page=4,رويال فيو للاستثمار العقاري والتشطيبات,"['النوع', 'شقة', 'كمبوند', 'مدينتي', 'السعر', '1,850,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '78', 'غرف نوم', '2', 'الحمامات', '1', 'الطابق', '2', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'شروط التسليم', 'متشطب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44429434-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429435-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429436-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429437-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429438-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429439-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429440-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429441-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429442-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429443-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429444-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429445-400x300.jpeg']",['تقسيم مميز\n2 غرفه نوم\n1 حمام\nريسيبشن\nمطبخ\n\nدور تاني\n\nجاردن فيو \n\nموقع متميز قريب من خدمات b10\n\nالشقة متعدلة \nالحمام متوسع و الغرفتين مفتوحين على بعض و المطبخ متوسع امريكان \nمغير السراميك و الخلاطات و الصحي اللي في الحمام و الاحواض\n\nمطلوب 1850000 شامل تصرفات و عمولة \nمتبقي 120 الف احد شهر 7/2024 \n3600الف في الشهر و مع بداية كل سنة 30000 الف \n\nشركة LINES بالتعاون مع Orion هي رائده في تطوير مجال التسويق العقاري بمدينتي داخل جهاز B3 بجوار إدارة التسليمات . \n\n-متاح لدينا أكثر من نموذج لوحدات سكنية\n. أيجار قانون - أيجارمفروش - تمليك .'],['رقم الإعلان 194661170'],"11-29-2022, 13-42"
شقة تحفة 200 متر b1 فيو وايد جاردن بها تشطيبات خاصة للبيع فى مدينتى,"4,600,000 ج.م","مدينتي, القاهرة",منذ 23 دقائق,https://www.olx.com.eg/properties/cairo/?page=4,Madinaty Heights,"['النوع', 'شقة', 'كمبوند', 'مدينتي', 'السعر', '4,600,000', 'نوع السعر', 'قابل للنقاش', 'المساحة (م٢)', '200', 'غرف نوم', '3', 'الحمامات', '3', 'الطابق', '5', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44429523-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429524-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429525-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429526-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429527-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429528-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429529-400x300.jpeg']",['شقة للبيع بالمرحلة الاولى  b1\nنموذج 400  \nمساحة200 متر  \n٣ غرف نوم منهم غرفة ماستر ٣ حمام ريسبشن ٣ قطع \nفيو مميز وايد جاردن وشارع مفتوح\nبها تشطيبات خاصه\nالبيع شامل المطبخ \nللتواصل\n 01017221780'],['رقم الإعلان 194661183'],"11-29-2022, 13-42"
شقة للبيع في الياسمين فيلات مساحة الشقة  190 متر فيو مفتوح,"2,250,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 2 دقائق,https://www.olx.com.eg/properties/cairo/?page=2,SACR,"['النوع', 'شقة', 'السعر', '2,250,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '190', 'غرف نوم', '3', 'الحمامات', '2', 'الطابق', '1', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'نصف تشطيب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/43124566-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43124567-400x300.jpeg']",['شقة الياسمين فيلات موقع متميز  مساحة الشقة  190 م نصف تشطيب استلام فوري 3 نوم 2 حمام مطبخ وريسبشن فيو مفتوح'],['رقم الإعلان 194402411'],"11-29-2022, 13-42"
mountain view I City phase one 165m view center park,"2,350,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 23 دقائق,https://www.olx.com.eg/properties/cairo/?page=4,4 C,"['النوع', 'شقة', 'كمبوند', 'ماونتن فيو اى سيتي', 'السعر', '2,350,000', 'نوع السعر', 'السعر', 'المساحة (م٢)', '165', 'غرف نوم', '3', 'الحمامات', '3', 'الطابق', '3', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'نصف تشطيب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44429530-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429531-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429532-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429533-400x300.jpeg']",['للبيع شقه بكمبوند ماونتن فيو اي سيتي اى سيتى \nاستلام فوري\nفيو سنتر بارك\nدور ثالث\n165م'],['رقم الإعلان 194661184'],"11-29-2022, 13-42"
شقه للبيع في North house,"371,800 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 22 دقائق,https://www.olx.com.eg/properties/cairo/?page=4,town v life,"['النوع', 'بنتهاوس', 'السعر', '371,800', 'نوع السعر', 'السعر', 'مقدم', '371,800', 'المساحة (م٢)', '184', 'غرف نوم', '4', 'الحمامات', '3', 'الطابق', '3', 'مفروش', 'لا', 'طريقة الدفع', 'كاش أو تقسيط', 'تاريخ التسليم', '2025', 'شروط التسليم', 'نصف تشطيب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44429582-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44429583-400x300.jpeg']",['بنت هاوس 184 متر معاها 96 متر تراس مفتوح\nفيو على ميدان وحديقه \n4 غرف نوم \n3 حمام \nمطبخ \nريسيبشن 3 قطع'],['رقم الإعلان 194661196'],"11-29-2022, 13-42"
شقة لوكيشن مميز دور اول بخصم 25% لفتره محدوده,"1,911,735 ج.م","العاصمة الإدارية الجديدة, القاهرة",منذ 12 دقائق,https://www.olx.com.eg/properties/cairo/?page=3,Mohamed Ramadan,"['النوع', 'شقة', 'كمبوند', 'سين 7', 'السعر', '1,911,735', 'نوع السعر', 'السعر', 'المساحة (م٢)', '153', 'غرف نوم', '3', 'الحمامات', '3', 'الطابق', '1', 'مفروش', 'لا', 'طريقة الدفع', 'تقسيط', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/22776456-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/22776457-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/22776458-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/22776459-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/22776460-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/22776461-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/22776462-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/22776463-400x300.jpeg']","['شقه في كمبوند سين7 بحري مميزه جدا\nالمساحه 153 متر\n3 غرف نوم 3 حمام \nالسعر الاصلي  = 2,548,980\nالسعر بعد الخصم = 1,911,735          قسط\nالتسليم نصف تشطيب\n• شقه بحري جاردن فيو\n•25% مقدم والباقي على 5 سنوات باقساط متساوية\n• استلام 2024 و الجراج اختياري و النادي مجانا. \nيقع الكمبوند على طول شارع مهم جدًا وهو شارع التسعين. \nيقع Scene 7 في موقع متميز بالقرب من الطرق والمحاور الرئيسية. \nيتمتع المجمع بإطلالة فريدة على أربعة شوارع رئيسية كبيرة. \nموقعها قريب من المشاريع والمجمعات الهامة والكبيرة في العاصمة الإدارية. \nالموقع قريب من الحي الحكومي والحي الدبلوماسي وقريب جدا من حي الوزارات والقصر الرئاسي. \nدقائق قليلة تفصل الكمبوند عن مطار العاصمة الجديدة. \nهناك الكثير من الخدمات القريبة من المشروع ، حيث الجامعات والمدارس الدولية والخدمات الطبية. \nيعتبر Scene 7 New Capital أول مجمع رياضي في قلب العاصمة الإدارية الجديدة ، فهو مشهد مميز ومكان جديد بطابعه الفريد بين كمبوندات العاصمة الجديدة ، فهو مشروع جديد مميز يختلف عن أي مشروع آخر سبقته لأنها مجمع فاخر ومتطور تتواجد فيه خدمات عديدة ومتنوعة من أهمها الدورات الرياضية والأكاديميات المتخصصة. \nفي هذا المكان سيشعر السكان بأنهم يعيشون داخل نادٍ ترفيهي ورياضي كبير ، وقد تم تصميم الوحدات وفقًا لأحدث التصميمات العصرية بألوان جميلة ، والمكان كله مغطى باللون الأخضر بحيث تقع الأنظار على الأجمل. مناظر طبيعية وإليكم تفاصيل أكثر عن هذا الكمبوند الفريد. \nالخدمات المقدمة من Scene 7 Akam\nأي شخص يذهب إلى كمبوند أكام سينس 7 سيكون سعيدا وراضيا بسبب تنوع الخدمات التي يقدمها لسكانه والتي تجعل الحياة سهلة ومريحة ، حيث يحتوي على مجموعة واسعة من الخدمات الترفيهية والأساسية ، على سبيل المثال ما يلي:\nسيجد عشاق الرياضة سعادتهم في هذا المكان حيث توجد 11 أكاديمية رياضية للعديد من الرياضات: التنس وكرة القدم وكرة اليد وكرة السلة والاسكواش والتنس وكرة الريشة والباليه واللياقة البدنية والرماية والسباحة. \nالمساحات الخضراء الكبيرة والكريستال لاجونز تشكل أجمل المناظر الطبيعية التي تطل عليها جميع الوحدات. \nيوجد نادي فخم\nمنطقة تجارية بها متاجر ومول تجاري ضخم ، ويتوفر بها الكثير من السلع والعلامات التجارية العالمية. \nصالات رياضية ومنتجع صحي جهزة بأحدث المعدات والأجهزة الرياضية. \n\nVery special apartment in Scene 7 Compound\nThe area is 153 meters\noriginal price            = 2,548,980\nprice after dis 25 % = 1,911,735\nDelivery is semi finished\n• Garden View Apartment\n• 25% down payment and the rest over 5 years in equal installments\n• Receipt of 2024, optional garage and the club for free. \nThe compound is located along a very important street, which is Teseen Street. \nScene 7 is located in a prime location near major roads and hubs. \nThe complex has a unique view of four large main streets. \nIts location is close to the important and large projects and complexes in the Administrative Capital. \nThe location is close to the government district and the diplomatic quarter, and very close to the ministries neighborhood and the presidential palace. \nA few minutes separate the compound from the New Capital Airport. \nThere are a lot of services near the project, as universities, international schools and medical services. \nScene 7 New Capital is considered the first sports compound in the heart of New Administrative Capital, it is a distinctive scene and a new place with its unique character among the New Capital compounds, it is a new distinctive project which is different from any other project preceded because it is a luxurious and sophisticated compound in which there are many and varied services, the most important of which are the sports courses and specialized academies. \nIn this place, the residents will feel that they live inside a large entertainment and sports club, the units are designed according to the latest modern designs in beautiful colors, and the whole place is covered in green so that the eyes fall on the most beautiful landscapes, and here are more details about this unique compound. \nServices provided by Scene 7 Akam\nAnyone who goes to akam scene 7 compound will be happy and satisfied because of the variety of services it provides to its residents that make life easy and comfortable, as it has a wide range of recreational and basic service']",['رقم الإعلان 190323763'],"11-29-2022, 13-42"
Avenues - mivida - Apartment- Emaar,"6,012,319 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 11 دقائق,https://www.olx.com.eg/properties/cairo/?page=3,Platinum Propertie's,"['النوع', 'شقة', 'كمبوند', 'ميفيدا', 'السعر', '6,012,319', 'نوع السعر', 'السعر', 'مقدم', '3,934,459', 'المساحة (م٢)', '140', 'غرف نوم', '2', 'الحمامات', '2', 'الطابق', '4', 'مفروش', 'لا', 'طريقة الدفع', 'تقسيط', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'متشطب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/41405000-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41405001-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41405002-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41405003-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41405004-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41405005-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41405006-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41405007-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41405008-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41405009-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41405010-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/41405011-400x300.jpeg']","['Area : New Cairo\nDeveloper: Emaar\n Project : Mivida\nType: Apartment\nBuilt up area:  140 SQM\nDelivery Date : Ready to move\nFinishing status: fully finished\nSelling price:  6,012,319 EGP\nDown payment:  3,934,459 EGP\nRemaining amount:  2,077,860 EGP\nالموقع: القاهره الجديده \nالمطور : اعمار مصر\nالمشروع : ميفيدا \nنوع الوحده : شقة\nمساحه المبانى : 140 متر\nموعد الاستلام : جاهزة للاستلام\nالتشطيب : تشطيب كامل\nاجمالى السعر : 6,012,319 جنيه\nالمقدم : 3,934,459 جنيه\nالمتبقى : 2,077,860 جنيه']",['رقم الإعلان 194065374'],"11-29-2022, 13-42"
للبيع شقه في كمبوند في التجمع استلام فوري,"3,426,720 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 40 دقائق,https://www.olx.com.eg/properties/cairo/?page=5,Insight realestate,"['النوع', 'شقة', 'السعر', '3,426,720', 'نوع السعر', 'السعر', 'مقدم', '342,672', 'المساحة (م٢)', '176', 'غرف نوم', '2', 'الحمامات', '2', 'الطابق', '2', 'مفروش', 'لا', 'طريقة الدفع', 'كاش أو تقسيط', 'تاريخ التسليم', 'استلام فوري', 'شروط التسليم', 'نصف تشطيب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44427811-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427812-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427813-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427814-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427815-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427816-400x300.jpeg']",['للبيع شقه في كمبوند في التجمع استلام فوري غرفتين مساحه 176 متر \nبمقدم 10% و اقساط علي 5 سنوات استلام فوري \n تواصل \n01007770868\n01050051632'],['رقم الإعلان 194660886'],"11-29-2022, 13-42"
شقة للبيع,"1,310,000 ج.م","القاهرة الجديدة - التجمع, القاهرة",منذ 11 دقائق,https://www.olx.com.eg/properties/cairo/?page=3,اسلام,"['النوع', 'شقة', 'السعر', '1,310,000', 'نوع السعر', 'قابل للنقاش', 'المساحة (م٢)', '175', 'غرف نوم', '3', 'الحمامات', '3', 'الطابق', '2', 'مفروش', 'لا', 'طريقة الدفع', 'كاش', 'شروط التسليم', 'بدون تشطيب', 'فيديو', 'غير متوفر', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/43719644-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/43719645-400x300.jpeg']",['شقة للبيع الاندلس ١ الجديدة ١٧٥ دور ثاني فيلا ٤٢٤  الشقة ٣ غرف'],['رقم الإعلان 194521440'],"11-29-2022, 13-42"
للايجار بالرحاب ١٥٥م بسعر شقه ٩٠م خطوات للسوق والفودكورت جاهزه للسكن,"6,500 ج.م","مدينة الرحاب, القاهرة",منذ 39 دقائق,https://www.olx.com.eg/properties/cairo/?page=5,Like Home,"['النوع', 'شقة', 'كمبوند', 'رحاب سيتي', 'نوع السعر', 'السعر', 'فيديو', 'غير متوفر', 'السعر', '6,500', 'مقدم', '6,500', 'المساحة (م٢)', '155', 'غرف نوم', '3', 'الحمامات', '3', 'الطابق', '4', 'مفروش', 'لا', 'جولة افتراضية', 'غير متوفر']","['https://images.olx.com.eg/thumbnails/44427882-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427883-400x300.jpeg', 'https://images.olx.com.eg/thumbnails/44427884-400x300.jpeg']",['للايجار بالرحاب ١٥٥م بسعر شقه ٩٠م خطوات للسوق والفودكورت جاهزه للسكن\n٣نوم+٣حمام+ريسبشن \nغرفه ماستر روم'],['رقم الإعلان 194660897'],"11-29-2022, 13-42"
